,원문,번역문
358,지각을 해도 발표를 열정적으로 하면 조금 만회가 될 수 있나요?,Is there any chance I could make it up by doing really well on the presentation?
359,"운수장비업 내 주요 종목 동향을 보면 삼원강재가 -0.15%로 약세를 보이고 있고, 두올, 태원물산이 역시 하락하는 추세다.","According to the trend of major stocks in the transportation equipment industry, Samwon Steel is weak at -0.15% while DUAL and TaewonMulsan are also decreasing."
360,그 전까지는 지난달 말 취소된 폼페이오 장관의 4차 방북이 재개되긴 쉽지 않아 보인다는 게 소식통들의 대체적인 관측이다.,"Until then, it is a general observation that it does not seem easy for Secretary Pompeo's fourth visit to North Korea, which was cancelled late last month, to resume."
361,기상청 소속 기관인 기상기후인재개발원이 충북 진천군에 들어선다.,"The Meteorological and Climate Human Resources Development Institute, an agency of the Korea Meteorological Administration, enter Jincheon-gun, Chungbuk."
362,‘대구시청 4층 사람들 - 4F’(이하 4F)는 대구시가 올해 초부터 야심차게 시작한 대구 시정 홍보를 위한 유튜브 콘텐츠이다.,'People of Daegu City Hall 4F' (hereinafter referred to as 4F) is a Daegu City's ambitious YouTube content for public relations started from the beginning of this year.
363,다만 재판부는 “검찰이 제출한 성범죄 위험성 평가 결과를 따르더라도 재범 가능성이 높다는 평가는 없다”며 검찰의 보호감찰 청구를 기각했다.,"However, the court rejected the prosecution's request for a protective inspection, saying, ""There is no assessment that the possibility of repeat crimes is high even if the results of the sex crime risk assessment submitted by the prosecution are followed."""
364,6·25 전쟁 중에 부산 출신 예술인과 학생들이 모여 만든 대표적인 영화이다.,It is a representative movie made by Busan artists and students during the Korean War.
365,"소방대가 급히 조직되었고, 국민회와 한국 청년단, 민족 청년단 등의 단체가 활동을 전개하였다.","Fire brigades were urgently organized, and organizations such as the Korean National Association, the Korea Youth Corps, and the Korean National Youth Corps carried out the activities."
366,개인적으로는 조연출 시절 첫 디렉팅을 연습한 프로그램이 <일요기원>이다.,"""Sunday Go Academy"" was the program where I practiced my first directing career."
367,내 친구 중에 터키 사람이 있어요.,I have a friend from Turkey.
368,특히 일식이나 태국식 요리의 경우 호주 사람들이 즐겨 먹는 모습을 쉽게 볼 수 있다.,"In particular, in the case of Japanese and Thai cuisine Australians are often seen enjoying them."
369,위기에 앞서 선제적으로 친기업적 행보를 주문하는 사람이 늘고 있다.,More people are proactively ordering pro-business behavior ahead of the crisis.
370,상표권을 가진 김경욱 씨가 공연 주최사인 솔트이노베이션과 상표권 사용에 대한 합의가 이뤄진 적이 없다며 법적 대응을 예고했다.,"Kim Kyung-wook, who owns the trademark said that there has never been an agreement with Salt Innovation, the organizer of the performance, on the use of the trademark, signaling a legal action."
371,지난 5월 새로 구성된 11대 최저임금위 공익위원 역시 문재인 정부의 친(親)노동정책에 찬성하는 인사가 많다는 평가를 받아왔다.,"In May, a newly-formed eleven members representing the public interest of the Minimum Wage Council also had a reputation for many personnel in favor of a labor-friendly policies the government's Moon Jae-in have been."
372,영화 제작사 측에서 터키 내 한국인 교민들을 상대로 오디션과 캐스팅을 모두 마치고 연기지도까지 받고 있는 상황에서 아무런 설명도 없이 완전히 다른 영화 캐스팅 보드가 발표된 것이다.,"A completely different film casting board was announced without any explanation at a time when the production company already auditioned and cast the Korean residents in Turkey, who were then receiving an acting tutoring."
373,국가가 국민연금의 지급보증까지 할 경우 국제통화기금(IMF) 기준 국가의 잠재부채가 늘어날 수 있다는 논리로 정부는 반대했다.,"The government objected with the logic that if the nation guarantees the payment of national pensions, the country's potential liabilities may increase according to the standard of the International Monetary Fund (IMF)."
374,리 총리의 발언은 한쪽으로 크게 기울지 않는 아세안의 ‘헤징 외교' 전략을 지속하지 못하는 상황이 올 수 있다는 고민을 표현한 것이다.,"Prime Minister Lee's remarks expressed concern over the situation where the strategy of Hedging Diplomacy of the Association of Southeast Asian Nations (ASEAN), which does not lean much to one side, may not be able to be continued."
375,저는 편의점에서만 살 수 있는 계란찜을 소개하려 합니다.,I'm now going to introduce a type of steamed egg only purchasable at convenience stores.
376,다만 비건 대표가 ‘비핵화가 완료되기 전에는 ‘대북 제재' 해제는 없을 것'이라고 밝힌 대목은 북한의 요구와 상충하는 것이어서 진통이 예상된다.,"But a struggle is expected because the passage from Representative Biegun's remarks, saying that ""before denuclearization is complete, there will be no lifting of North Korean Sanctions"" is in contradiction with North Korea's demands."
377,이렇게 배우러 가는 여행에서는 돈을 아끼는 것만이 능사가 아니다.,Saving money is not everything on the journey to learn something like this.
378,마을 이름은 울창한 소나무 사이로 내가 흐른다고 해서 ‘송계동’이라 부르다가 훗날 ‘송계리’로 변했다.,"The name of the village was called ""Songgyeong-dong"" because of the flow of the pine trees between the dense pine trees, and later became Songgye-ri."
379,"완전하고 검증 가능하며 돌이킬 수 없는 방식(CVID)의 비핵화 목표는 어디로 갔느냐, 북한 인권 문제는 왜 언급이 없느냐, 북한을 어떻게 믿을 수 있느냐는 것입니다.","Where is the goal of CVID's complete, verifiable and irreversible denuclearization? Why is there no mention of North Korea's human rights issue? How can we trust North Korea?"
380,"이 규칙의 사무전결처리사항에 관하여 법령, 조례 및 규칙에 따로 규정한 사항을 제외하고는 이 규칙이 정하는 바에 따른다.","Except as otherwise expressly provided for in Acts and subordinate statutes, Ordinances, and Rules, matters concerning discretionary powers on administrative affairs under this Rule shall be governed by this Rule."
381,내신의 신뢰와도 연결이 되어 있기 때문에 엄중히 관리되어야 했음에도 불구하고 일부 학교에서 문제가 발생해 송구하다는 말씀 다시 한 번 드립니다.,"Once again, I'm sorry to say that some schools have problems: even though the system has to be strictly managed because it is related to the credibility of school records."
382,시흥 스마트허브(반월·시화공단)를 비롯한 10개 산단에서 실시해 오던 ‘아름다운 산단 가꾸기’가 45개 산단으로 확대된다.,"The Beautiful Industrial Complex Project"" that had been held at 10 industrial complexes including the Siheung Smart Hub (Banwol and Sihwa Industrial Complex) will be expanded to 45 industrial complexes."""
383,문재인 대통령이 적극성을 보이고 있는 ‘여야정 국정상설협의체(여야정 협의체)’가 입법 성과를 내는 창구가 될 수 있다는 기대감도 나타냈다.,He also expressed expectations that the ”permanent consultative body of the ruling and opposition parties” that the president is showing an active attitude could serve as a channel to produce legislative results.
384,상업연맹 측은 금리인상으로 인한 대출부진으로 특히 차량과 가전제품 등 내구성 상품판매에 직접 여파가 미칠 것으로 평가했다.,"In particular, the Commerce Federation estimated that it would directly affect the sale of durable goods, particularly cars and household appliances, due to sluggish loans because of a rise in the rate of interest."
